name,ratings,location1,location2,est. bill amt.,cuisine1,cuisine2,cuisine3
The Sugarr and Spice,,Behala,South Kolkata,300 for 2 (approx),Desserts,Fast Food,
Subway,3.7,"Metropolis Mall,",Santoshpur,500 for 2 (approx),Fast Food,,
Mud- The Retro Cafe,,Golpark,South Kolkata,"1,200 for 2 (approx)",Chinese,Italian,Fast Food
Pied Pipers Cafe,,Bidhannagar,East Kolkata,"1,000 for 2 (approx)",American,,
Gusto Cafe & Kitchen,,Gariahat,South Kolkata,800 for 2 (approx),North Indian,Chinese,Continental
Cookie Man,,"Acropolis Mall,",Kasba,300 for 2 (approx),Desserts,Beverages,
China Town,,Tollygunge,South Kolkata,700 for 2 (approx),Chinese,North Indian,
Kolkata Rajbari,,Kalighat,South Kolkata,"1,200 for 2 (approx)",Bengali,,
Oudh 1590,,Dumdum,24 Parganas North,"1,000 for 2 (approx)",Mughlai,Biryani,Awadhi
Chai Break - Candor,4.2,Rajarhat,24 Parganas North,800 for 2 (approx),Chinese,Italian,Beverages
South Island,,Kasba,South Kolkata,600 for 2 (approx),South Indian,,
Shawarma Nation,,Salt Lake,East Kolkata,500 for 2 (approx),Lebanese,Middle Eastern,
So Southy,3.6,New Town,24 Parganas North,400 for 2 (approx),North Indian,South Indian,
The Thinking Cup,,Golpark,South Kolkata,800 for 2 (approx),Continental,Fast Food,Chinese
Just Baked,,Kasba,South Kolkata,500 for 2 (approx),North Indian,,
Wonder Wok,,Dhakuria,South Kolkata,"1,000 for 2 (approx)",Chinese,,
Black Candy Cafe,,Kalighat,South Kolkata,500 for 2 (approx),Fast Food,Chinese,Continental
Adaab Hotel & Restaurant,,Baranagar,24 Parganas North,500 for 2 (approx),North Indian,Chinese,
Coffee House Alipore,,Alipore,South Kolkata,"1,000 for 2 (approx)",North Indian,Chinese,South Indian
Addakhana,,Tollygunge,South Kolkata,300 for 2 (approx),Fast Food,,
Zhongwen,4.4,Birati,24 Parganas North,500 for 2 (approx),Chinese,,
The French Loaf,,Santoshpur,South Kolkata,400 for 2 (approx),Desserts,Fast Food,
J Brewer's Caffè and Bistro,,Southern Avenue,South Kolkata,600 for 2 (approx),Continental,Italian,
The Sugarr and Spice,,Prince Anwar Shah Road,South Kolkata,300 for 2 (approx),Desserts,Fast Food,
Wow! Momo,,"Metropolis Mall,",Santoshpur,400 for 2 (approx),Tibetan,Fast Food,
Chinese Hub,,Howrah,Howrah,500 for 2 (approx),North Indian,Chinese,Asian
Sheesh Mahal,,Kidderpore,West Kolkata,700 for 2 (approx),North Indian,Mughlai,Chinese
Sonamati Restaurant,3.8,Behala,South Kolkata,700 for 2 (approx),Chinese,North Indian,Fast Food
3 Dots : Lounge,,Southern Avenue,South Kolkata,"1,000 for 2 (approx)",Continental,North Indian,Desserts
Hatari Grillz | Continental Restaurant,,Ballygunge,South Kolkata,"1,000 for 2 (approx)",North Indian,Chinese,Continental
Hatari Grill'z,,Southern Avenue,South Kolkata,500 for 2 (approx),Italian,Fast Food,
3 Dots : Cafe,,Southern Avenue,South Kolkata,"1,000 for 2 (approx)",North Indian,Continental,Chinese
3 Dots : Fine Dine,,Southern Avenue,South Kolkata,"1,000 for 2 (approx)",North Indian,Continental,Asian
Pico,,Ballygunge,South Kolkata,"1,000 for 2 (approx)",Italian,Beverages,American
Dawat Restaurant,,New Town,24 Parganas North,700 for 2 (approx),Chinese,North Indian,
The Royal Bengal Tiger,,Golf Green,South Kolkata,500 for 2 (approx),Street Food,Bengali,Beverages
99,,Southern Avenue,South Kolkata,400 for 2 (approx),Chinese,Continental,Fast Food
Calcutta Retro,,Southern Avenue,South Kolkata,"1,100 for 2 (approx)",Bengali,,
Machhli Baba Fries,,Desapriya Park,South Kolkata,400 for 2 (approx),Bengali,Fast Food,
Batido,,Hindustan Park,South Kolkata,500 for 2 (approx),American,Middle Eastern,Fast Food
Budai,,Dumdum,24 Parganas North,600 for 2 (approx),Chinese,,
Kreamz,,Kasba,South Kolkata,600 for 2 (approx),Desserts,,
Punjabi Food Junction,,Kalighat,South Kolkata,"1,000 for 2 (approx)",North Indian,Chinese,
Wow Murgi,,Kasba,South Kolkata,900 for 2 (approx),North Indian,Chinese,
Dunkel Braun,,Kasba,South Kolkata,700 for 2 (approx),American,Fast Food,
Brew Berry VR Cafe,,Ballygunge,South Kolkata,"1,300 for 2 (approx)",North Indian,Chinese,Asian
Cafe Universo,,Southern Avenue,South Kolkata,700 for 2 (approx),Continental,Fast Food,
Caffe Crema,,Kasba,South Kolkata,300 for 2 (approx),Fast Food,,
Chai Break Cafe & Bar - Golpark,,Golpark,South Kolkata,"1,000 for 2 (approx)",Chinese,Italian,Mexican
Shanghai - Flavours Of China Town,,Tollygunge,South Kolkata,800 for 2 (approx),Chinese,,
The Sugarr and Spice,,Kasba,South Kolkata,300 for 2 (approx),Desserts,Fast Food,
Baskin Robbins,,Teghoria,24 Parganas North,300 for 2 (approx),Desserts,,
Krysalis,,Ballygunge,South Kolkata,800 for 2 (approx),Continental,Fast Food,
Flurys,,Kalighat,South Kolkata,300 for 2 (approx),Desserts,Fast Food,
Down The Lane,,Ballygunge,South Kolkata,"1,000 for 2 (approx)",Chinese,Asian,Continental
Wah! Litti,,Prince Anwar Shah Road,South Kolkata,300 for 2 (approx),North Indian,Fast Food,
MOB - Ministry of Booze,3.8,New Town,24 Parganas North,"2,000 for 2 (approx)",Finger Food,,
California Pizza Kitchen,,Teghoria,24 Parganas North,500 for 2 (approx),Italian,Burger,
The Italian Kitchen,,New Town,24 Parganas North,500 for 2 (approx),Italian,,
Jaiswal Food Corner,,New Town,24 Parganas North,500 for 2 (approx),Chinese,Italian,Fast Food
Kolkata Pizza House,,Rajarhat,24 Parganas North,400 for 2 (approx),American,Italian,Fast Food
Pizza World,,Rajarhat,24 Parganas North,500 for 2 (approx),Italian,American,Fast Food
Shivam Pizza Corner,,Kaikhali,24 Parganas North,500 for 2 (approx),Italian,Beverages,
Oudh 1590,,Southern Avenue,South Kolkata,"1,300 for 2 (approx)",North Indian,Biryani,Awadhi
Eatelicious,3.7,Behala,South Kolkata,600 for 2 (approx),Chinese,Continental,
Jaiswal Snacks,,Teghoria,24 Parganas North,600 for 2 (approx),Italian,Fast Food,
Cakes,,Kasba,South Kolkata,400 for 2 (approx),Desserts,,
Bhorpet,,Kalighat,South Kolkata,600 for 2 (approx),Bengali,South Indian,North Indian
Taste of Italian,,Kaikhali,24 Parganas North,700 for 2 (approx),Italian,Fast Food,Beverages
Giani's,,Kasba,South Kolkata,400 for 2 (approx),Desserts,Beverages,
Spice O Mystery,,Salt Lake,East Kolkata,800 for 2 (approx),Chinese,North Indian,South Indian
Monginis,,Baranagar,24 Parganas North,400 for 2 (approx),Desserts,Fast Food,
Monginis,,Uttarpara,Howrah,400 for 2 (approx),Desserts,Fast Food,
Tasty Hub,,Teghoria,24 Parganas North,500 for 2 (approx),Italian,,
Skywinx Cafe,,Rajarhat,24 Parganas North,"1,000 for 2 (approx)",Italian,Fast Food,Beverages
Mon Amie,,Behala,South Kolkata,500 for 2 (approx),Bengali,Chinese,
Taste-O-Pia,,Kalighat,South Kolkata,500 for 2 (approx),North Indian,Chinese,Fast Food
Tiffin,,Kalighat,South Kolkata,"1,000 for 2 (approx)",Continental,Chinese,Beverages
La Mesa Multi Cuisine Restaurant,,Kaikhali,24 Parganas North,600 for 2 (approx),Chinese,North Indian,Mughlai
The Common Room,,Hindustan Park,South Kolkata,700 for 2 (approx),Continental,Italian,
Thaliban Kitchen Of Combos,,Howrah,Howrah,500 for 2 (approx),North Indian,Chinese,Asian
Singh Sahab,,Dumdum,24 Parganas North,600 for 2 (approx),Fast Food,North Indian,
Brown’S Cafe,,Sarat Bose Road,South Kolkata,"1,000 for 2 (approx)",Continental,,
Scoody,,Ballygunge,South Kolkata,600 for 2 (approx),North Indian,,
Shawarma Hut,,Kalighat,South Kolkata,550 for 2 (approx),Lebanese,Fast Food,
Adda'63,,Dumdum,24 Parganas North,700 for 2 (approx),South Indian,Chinese,Fast Food
Shawarma Hut,,Kalighat,South Kolkata,300 for 2 (approx),North Indian,Chinese,Fast Food
Khanti Damodaar Seth,,Behala,South Kolkata,700 for 2 (approx),Bengali,North Indian,
Epar Opar,,Shibpur,Howrah,"1,000 for 2 (approx)",North Indian,,
Chefs Deck,,Shibpur,Howrah,600 for 2 (approx),Health Food,Pizza,
Momo Nation Cafe,,Ballygunge,South Kolkata,500 for 2 (approx),Chinese,Continental,Italian
Wow! China,3.5,Baghajatin,South Kolkata,700 for 2 (approx),Chinese,Asian,
Just Baked,,Kalighat,South Kolkata,350 for 2 (approx),Fast Food,,
Oven Baked Cheesy Pizza,,Kaikhali,24 Parganas North,"1,100 for 2 (approx)",Italian,,
The Biryani Story,,"Lake Mall,",Rashbehari Avenue,600 for 2 (approx),Biryani,North Indian,
Azad Hind,3.8,Garia,South Kolkata,800 for 2 (approx),North Indian,Street Food,
Bunzara Cafe & Boutique,,Ballygunge,South Kolkata,800 for 2 (approx),Continental,Beverages,
West Light Vally Restaurant Cum Bar,,"Calcutta Greens Commercial Complex,",Santoshpur,"1,300 for 2 (approx)",Chinese,North Indian,
Flurys,,Kalighat,South Kolkata,300 for 2 (approx),Desserts,Fast Food,
Hindustan Restaurant,,Kidderpore,West Kolkata,300 for 2 (approx),North Indian,,
Calorie Crave,,Kalighat,South Kolkata,900 for 2 (approx),Chinese,Continental,American
KFC,4.3,Uttarpara,Howrah,600 for 2 (approx),Burger,Fast Food,
The Lombard Street,,Rashbehari Avenue,South Kolkata,"1,000 for 2 (approx)",North Indian,,
Wow! China,3.8,"Metropolis Mall,",Santoshpur,700 for 2 (approx),Chinese,Asian,
Kiaat Villaggio,,Kalighat,South Kolkata,900 for 2 (approx),North Indian,Chinese,
KFC,,"Lake Mall,",Rashbehari Avenue,600 for 2 (approx),Burger,Fast Food,
A Square - Cafe & Rooftop Lounge,,Topsia,East Kolkata,"1,200 for 2 (approx)",Chinese,Continental,Italian
Taste Ride,,Kalighat,South Kolkata,"1,000 for 2 (approx)",North Indian,Chinese,
AtomYumm,,Sarat Bose Road,South Kolkata,"1,000 for 2 (approx)",North Indian,Continental,Chinese
Express By AB's,,E.M Bypass,East Kolkata,600 for 2 (approx),North Indian,Biryani,
The Cake Xpress,,Southern Avenue,South Kolkata,400 for 2 (approx),Desserts,,
Sweet Tooth Cakes,,Southern Avenue,South Kolkata,400 for 2 (approx),Desserts,Fast Food,
Aaheli ( A Unit Of Peerless Hotel Limited ),,Southern Avenue,South Kolkata,"1,600 for 2 (approx)",Bengali,,
Aaheli ( A Unit Of Peerless Hotel Limited ),,Southern Avenue,South Kolkata,"1,500 for 2 (approx)",Bengali,,
Saptapadi,4.2,Baghajatin,South Kolkata,"1,000 for 2 (approx)",Bengali,,
Karipatta - On The Go,,New Town,24 Parganas North,700 for 2 (approx),North Indian,South Indian,Chinese
Reflexion,4.3,"The Majestic Suites,",Rajarhat,"1,100 for 2 (approx)",Bengali,Chinese,North Indian
The Seven 14,3.5,"Metropolis Mall,",Santoshpur,800 for 2 (approx),Asian,Chinese,Desserts
Cheese Cherry Pineapple,,Southern Avenue,South Kolkata,700 for 2 (approx),Continental,North Indian,
Lager Lane Restro Pub,,Southern Avenue,South Kolkata,"1,000 for 2 (approx)",Chinese,Continental,Italian
Machhli Baba Fries,,Kasba,South Kolkata,400 for 2 (approx),Bengali,Fast Food,
Wisdom Tree,,Kalighat,South Kolkata,500 for 2 (approx),Continental,Beverages,
Kahhak Creamery,,Kalighat,South Kolkata,400 for 2 (approx),Desserts,,
Spoonful,,Kalighat,South Kolkata,700 for 2 (approx),Chinese,Asian,North Indian
Eva Brew,,Kalighat,South Kolkata,700 for 2 (approx),North Indian,,
Aminia,,Tollygunge,South Kolkata,700 for 2 (approx),Awadhi,North Indian,
Oudh 1590,,Kasba,South Kolkata,"1,300 for 2 (approx)",North Indian,,
Pizza Hut,,Tollygunge,South Kolkata,800 for 2 (approx),Pizza,Fast Food,
Sandwich Wala,,Baguiati,24 Parganas North,200 for 2 (approx),Fast Food,,
Chaigram Canteen,,Kalighat,South Kolkata,600 for 2 (approx),North Indian,Fast Food,
Vedic,,"The Westin Kolkata Rajarha,",Rajarhat,"3,100 for 2 (approx)",Health Food,,
All Is Well,,Belgharia,24 Parganas North,500 for 2 (approx),Chinese,Fast Food,North Indian
MQXT,,Southern Avenue,South Kolkata,500 for 2 (approx),Continental,Fast Food,
Cafe Tastic,,New Town,24 Parganas North,450 for 2 (approx),Continental,Italian,American
Epare Bangla,,Ballygunge,South Kolkata,"1,000 for 2 (approx)",North Indian,,
The Sugarr and Spice,4,Behala,South Kolkata,300 for 2 (approx),Desserts,Fast Food,
Wok O Hakka,4,Behala,South Kolkata,200 for 2 (approx),Chinese,North Indian,
Monginis,,Jadavpur,South Kolkata,400 for 2 (approx),Desserts,Fast Food,
Aamaze Dhaba,,Kasba,South Kolkata,500 for 2 (approx),North Indian,Fast Food,
Abar Baithak,,Kalighat,South Kolkata,500 for 2 (approx),Italian,Fast Food,
Wow! Momo,3.7,Behala,South Kolkata,400 for 2 (approx),Tibetan,Fast Food,
Biggies Burger 'n' More,3.7,Behala,South Kolkata,500 for 2 (approx),Burger,Fast Food,
The Terrace,,Southern Avenue,South Kolkata,"1,200 for 2 (approx)",Italian,North Indian,Mughlai
Subway,3.6,Tollygunge,South Kolkata,500 for 2 (approx),Fast Food,,
Hotel Coco In,,Naktala,South Kolkata,700 for 2 (approx),North Indian,Chinese,
Sip and Sandwich,,"Ecospace Business Tower,",Rajarhat,400 for 2 (approx),Fast Food,,
Ekdalia RD,,Kalighat,South Kolkata,700 for 2 (approx),Continental,American,
The Sugarr and Spice,,Tollygunge,South Kolkata,300 for 2 (approx),Desserts,Fast Food,
Wow Muffin,,Dumdum,24 Parganas North,100 for 2 (approx),Desserts,,
Veg Dhaba,,Rajarhat,24 Parganas North,400 for 2 (approx),Chinese,North Indian,
Suchali's Artisan Bakehouse,,Kalighat,South Kolkata,"1,200 for 2 (approx)",American,Desserts,Beverages
The Bongz Resto,3.9,New Town,24 Parganas North,"1,000 for 2 (approx)",Chinese,North Indian,Mughlai
Veg Cafe,,Rajarhat,24 Parganas North,300 for 2 (approx),Fast Food,Beverages,
Peerage- Aristocrat Hotel,,New Town,24 Parganas North,"1,500 for 2 (approx)",North Indian,South Indian,Chinese
Grill-O-Holic,,Kalighat,South Kolkata,600 for 2 (approx),Italian,North Indian,Chinese
Peerage,,"Aristocrat Hotel,",New Town,"1,000 for 2 (approx)",Chinese,North Indian,Continental
Shanghai - Flavours of China Town,,Baguiati,24 Parganas North,"1,000 for 2 (approx)",Chinese,Asian,
Beans N Barrels,4.1,New Town,24 Parganas North,"1,000 for 2 (approx)",Continental,Fast Food,Chinese
Bowl ED Over,,Rajarhat,24 Parganas North,300 for 2 (approx),Middle Eastern,,
Awadh,,Southern Avenue,South Kolkata,"1,200 for 2 (approx)",North Indian,,
Bake Club,,Jadavpur,South Kolkata,100 for 2 (approx),North Indian,,
Baskin Robbins,,Jodhpur Park,South Kolkata,300 for 2 (approx),Desserts,,
Subway,,Kalighat,South Kolkata,500 for 2 (approx),Fast Food,,
Bawarchi Family Restaurant,4.2,Behala,South Kolkata,900 for 2 (approx),Chinese,,
Aami Bangali,,Behala,South Kolkata,700 for 2 (approx),Bengali,,
"Manzilat""s",,Anandapur,South Kolkata,"1,000 for 2 (approx)",North Indian,,
Zodiac,4.3,"Fortune Park Panchwati,",Kona Expressway,"1,400 for 2 (approx)",North Indian,Chinese,
The Italian Kitchen,,Kaikhali,24 Parganas North,300 for 2 (approx),Italian,,
Chufang The Kitchen,4.2,New Town,24 Parganas North,700 for 2 (approx),Chinese,North Indian,Asian
Hondo's,,Rajarhat,24 Parganas North,"1,000 for 2 (approx)",Continental,Italian,Chinese
Blue Blood,,New Town,24 Parganas North,"1,000 for 2 (approx)",Continental,Kerala,Asian
The Sugarr and Spice,,Alipore,South Kolkata,300 for 2 (approx),Desserts,Fast Food,
Calcutta Nostalgia,,Kalighat,South Kolkata,700 for 2 (approx),North Indian,,
Just Baked,,Dhakuria,South Kolkata,500 for 2 (approx),Fast Food,,
Margarita's Lounge,,Rajarhat,24 Parganas North,"1,300 for 2 (approx)",Italian,Continental,Beverages
The Sugarr and Spice,,Kidderpore,West Kolkata,300 for 2 (approx),Desserts,Fast Food,
Nandini,,Behala,South Kolkata,800 for 2 (approx),Chinese,North Indian,Fast Food
The Cakes And Bakes,,Kaikhali,24 Parganas North,500 for 2 (approx),Continental,,
Sip and Sandwich,,"Metropolis Mall,",Santoshpur,400 for 2 (approx),Fast Food,,
Chai Break - Dunlop,,Baranagar,24 Parganas North,800 for 2 (approx),North Indian,Italian,Chinese
Aashi's Bistro,,Baranagar,24 Parganas North,700 for 2 (approx),Chinese,Continental,Beverages
Umraan,4.1,Baghajatin,South Kolkata,400 for 2 (approx),Bengali,North Indian,
The Italian kitchen,,Baguiati,24 Parganas North,500 for 2 (approx),Italian,,
Beans And Roots,,Kalighat,South Kolkata,"1,200 for 2 (approx)",North Indian,Chinese,Asian
Noodle And Spice,,Kalighat,South Kolkata,900 for 2 (approx),Chinese,Asian,Desserts
C'love,,"The Enclave,",Alipore,"1,200 for 2 (approx)",Italian,Mediterranean,Thai
Mouchak,,Dhakuria,South Kolkata,100 for 2 (approx),Desserts,,
Red Kitchen & Lounge,,Alipore,South Kolkata,"2,100 for 2 (approx)",North Indian,Chinese,Mughlai
Suchali's Artisan Bakehouse,,Park Circus,South Kolkata,"1,200 for 2 (approx)",American,Desserts,Beverages
Xebra - The Sports Lounge,,"Club Eco Vista,",Rajarhat,"1,600 for 2 (approx)",Finger Food,North Indian,Chinese
Aamader Valobasha Rannaghor,,Baguiati,24 Parganas North,500 for 2 (approx),North Indian,Chinese,
Pass The Pipe,,Rajarhat,24 Parganas North,500 for 2 (approx),Fast Food,,
Cafe Flora,,Kalighat,South Kolkata,"1,000 for 2 (approx)",North Indian,Continental,Italian
The Ride Cafe,,Anandapur,South Kolkata,700 for 2 (approx),American,,
Blue Tokai Coffee Roasters,,Jodhpur Park,South Kolkata,"1,300 for 2 (approx)",Desserts,Beverages,American
Hatari,4,Behala,South Kolkata,700 for 2 (approx),North Indian,Chinese,
Shanghai - Flavours of China Town,,Rajarhat,24 Parganas North,"1,000 for 2 (approx)",Chinese,Asian,Beverages
Spice It Bar,,Rajarhat,24 Parganas North,"1,200 for 2 (approx)",Chinese,Seafood,Continental
Brewing Beans,,Rajarhat,24 Parganas North,"1,200 for 2 (approx)",North Indian,Chinese,
Smoki Wok,,Kalighat,South Kolkata,500 for 2 (approx),Chinese,,
Hotel Royal Height,4,Behala,South Kolkata,"1,200 for 2 (approx)",Chinese,Continental,North Indian
Dough As You Like,,Kestopur,24 Parganas North,400 for 2 (approx),Desserts,Fast Food,
Kings Bakery,,Jodhpur Park,South Kolkata,"1,300 for 2 (approx)",Asian,Fast Food,
Momo Xpresss,,Rajarhat,24 Parganas North,500 for 2 (approx),Asian,Fast Food,
Krazzy For Waffles,,Rajarhat,24 Parganas North,400 for 2 (approx),Desserts,Beverages,
The Yellow Straw,4.3,New Town,24 Parganas North,300 for 2 (approx),Fast Food,,
The Sugarr and Spice,,Naktala,South Kolkata,300 for 2 (approx),Desserts,Fast Food,
Wokies,,Kalighat,South Kolkata,"1,500 for 2 (approx)",Asian,Chinese,Beverages
Some Like It Hott,,Dhakuria,South Kolkata,700 for 2 (approx),American,Fast Food,
Twisty The Boba Station,,Kaikhali,24 Parganas North,400 for 2 (approx),North Indian,,
Arsalan,,New Town,24 Parganas North,700 for 2 (approx),Biryani,Mughlai,North Indian
Roots Of Calcutta,,Rajarhat,24 Parganas North,"1,300 for 2 (approx)",North Indian,,
Monginis,3.9,Behala,South Kolkata,400 for 2 (approx),Desserts,Fast Food,
Riya Hotel,,Kankurgachhi,East Kolkata,500 for 2 (approx),North Indian,Beverages,
Flurys,,Baranagar,24 Parganas North,300 for 2 (approx),Desserts,Fast Food,
Voila,,Kalighat,South Kolkata,"1,000 for 2 (approx)",Italian,,
Majlis,,Kaikhali,24 Parganas North,"1,000 for 2 (approx)",Chinese,Asian,Italian
Lemon Family Restaurant,,New Town,24 Parganas North,600 for 2 (approx),North Indian,Chinese,
Krazzy for Waffle,,New Town,24 Parganas North,400 for 2 (approx),Desserts,Beverages,
Mise En Place,,Dhakuria,South Kolkata,500 for 2 (approx),Korean,,
All Around Pizza,,Kaikhali,24 Parganas North,500 for 2 (approx),Fast Food,,
Bubbling Kettle,,"Uniworld Downtown Mall,",New Town,600 for 2 (approx),Continental,Fast Food,Beverages
Neptune Bar,3.7,"Fortune Park Panchwati,",Kona Expressway,"1,400 for 2 (approx)",Finger Food,,
Musafir,,Kaikhali,24 Parganas North,700 for 2 (approx),North Indian,Chinese,Asian
The Village,4,"Club Eco Vista,",Rajarhat,"1,200 for 2 (approx)",North Indian,,
The Sugarr and Spice,,Ballygunge,South Kolkata,300 for 2 (approx),Desserts,Fast Food,
Aerosky Bar & Kitchen,,Kaikhali,24 Parganas North,"1,200 for 2 (approx)",North Indian,Continental,Chinese
Rehan Fast Food center,,Baranagar,24 Parganas North,300 for 2 (approx),Fast Food,,
Citrus,,Kaikhali,24 Parganas North,800 for 2 (approx),North Indian,Chinese,Continental
Rehan Refreshment,,Baranagar,24 Parganas North,600 for 2 (approx),North Indian,Chinese,Fast Food
Star Foodies Hub,,New Town,24 Parganas North,500 for 2 (approx),Fast Food,Pizza,Beverages
Caffeine,,"O2 VIP Hotel,",Kaikhali,"1,000 for 2 (approx)",North Indian,Chinese,
R Cube,,"Holiday Inn Kolkata Airport,",Rajarhat,"1,200 for 2 (approx)",North Indian,,
Quantum - Modern Indian Bistropm,,Alipore,South Kolkata,500 for 2 (approx),Chinese,North Indian,
"Holiday Inn Kolkata Airport, an IHG Hotel",,Chandni Chowk,Central Kolkata,500 for 2 (approx),Continental,North Indian,Chinese
Singh Food Centre,,Kalighat,South Kolkata,400 for 2 (approx),Fast Food,North Indian,
X & Y Bakehouse & Bistro,,Alipore,South Kolkata,"1,500 for 2 (approx)",Italian,Continental,
